Zona,Immuebla,Edificio,Uso,Calle,Calle2,Colonia,Delegación/Colonia,Año estimado de construcción,Número de pisos:,Sistema estructural,Periodo estimado de la estructura (Te),Periodo estimado del suelo (Ts),amax Estructura,amax Suelo,Cociente Te/Ts,Daño,Daño en Estructuras,Observaciones,Agravante de los daños,MM,Geometry
17M,17M|CUAU_179,Vivienda,Casa habitación,Querétaro 20,Frontera y Mérida,Roma Norte,Cuauhtémoc,1943,1,Muros de mampostería no confinada,0.079,2.227111,117.0556,135.7617,0.03547196,Menores,Estructuras débiles y sin ingeniería,"Agrietamiento en muro de mampostería, desprendimiento de acabados de recubrimiento en fachada principal. La vivienda presentaba ligeros agrietamientos.","Daños previos
Autoconstrucción / Ampliaciones",6700,"POLYGON((-99.1554315273453 19.4153708134258, -99.155438714568 19.4153694180572, -99.1555263047104 19.4153524802244, -99.1555974879446 19.4156747559406, -99.155500939396 19.4156928635096))"
17M,17M|CUAU_101,Edificio,Edificio de departamentos,Pachuca 87,Juan Escutia y Fernando Montes de Oca,Condesa,Cuauhtémoc,1978,13,Marcos de concreto,1.518658,0.9224201,73.74731,122.1531,1.646384,Menores,Grietas en acabados y elementos no estructurales,"Grietas en muros divisorios, grietas pequeñas en columnas y caída de aplanados",Irregularidad en planta,6140,"POLYGON((-99.1775916481288 19.4156316544128, -99.1776775133185 19.415477978135, -99.1779875648645 19.4156350267537, -99.1779011154565 19.415786208806, -99.1778733645788 19.4157719732686, -99.1778676261956 19.4157677332742, -99.1778648340122 19.4157663540056))"
17M,17M|CUAU_108,Vivienda,Casa habitación,José Joaquín Arriaga 77,San Antonio Abad y 5 de Febrero,Obrera,Cuauhtémoc,1950,2,Muros de mampostería confinada,0.158,2.927102,76.90514,115.9812,0.0539783,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento y desprendimiento de concreto en castillo de ultimo nivel, se dejo expuesto el acero de refuerzo",Autoconstrucción / Ampliaciones,6800,"POLYGON((-99.1357233844984 19.4157186276016, -99.1357285711847 19.4156658491079, -99.1357395699119 19.4155538630461, -99.1358035750392 19.4155596961647, -99.1357868081144 19.4157243338635))"
17M,17M|CUAU_189,Edificio,Oficina privada,Monterrey 150,Guanajuato y Zacatecas,Roma Norte,Cuauhtémoc,1961,7,Marcos de concreto con muros de mampostería,0.6177849,1.88953,137.0712,268.3646,0.3269515,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento menor en muros divisorios, rompimiento de cristales en fachada principal, se presento un ligero golpeteo con el edificio colindante","Golpeteo
Planta baja débil",6700,"POLYGON((-99.163152539256 19.415605342561, -99.163525330897 19.415532137958, -99.1635708104848 19.415709034572, -99.163193567447 19.4157831087424, -99.1631648717247 19.4156591669347))"
17M,17M|CUAU_191,Edificio,Oficina privada,Guanajuato 224,Monterrey y Avenida Yucatán,Roma Norte,Cuauhtémoc,1977,9,Columnas y losa plana de concreto,1.09076,1.855662,137.0712,346.033,0.5878009,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de acabados de recubrimiento en fachada principal, agrietamiento en muros divisorios interiores, agrietamiento menor en trabes, severos daños por contenido en el interior del edificio","Irregularidad en planta
Cambios de rigidez en elevación",6700,"POLYGON((-99.164116635398 19.4154633166613, -99.1642828194829 19.4154301808576, -99.1643691630628 19.4158161986064, -99.1642037465859 19.415848616565, -99.1641613428883 19.4156523758902, -99.1641380317245 19.4155543044846))"
17M,17M|CUAU_67,Edificio,Casa habitación,Dr. Andrade 178,Dr. Olvera y Dr. García Diego,Doctores,Cuauhtémoc,1962,2,Muros de mampostería confinada,0.158,2.721572,80.49301,113.3587,0.05805468,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Agrietamiento en muros de mampostería,"Daños previos
Autoconstrucción / Ampliaciones",6720,"POLYGON((-99.1460358090941 19.4158105902119, -99.1460464588875 19.4156813008934, -99.1463941315263 19.4157116092297, -99.1463722015998 19.4158399039238, -99.1462026039584 19.4158251196321))"
17M,17M|CUAU_219,El Círculo Teatral,Teatro,Veracruz 107,Cuernavaca y Parque España,Roma Norte,Cuauhtémoc,1980,3,Muros de mampostería confinada,0.237,1.301504,136.0753,286.4885,0.182097,Menores,Grietas en acabados y elementos no estructurales,Golpeteo con la edificación Vecina.,Golpeteo,6140,"POLYGON((-99.1723022992986 19.4159238709466, -99.1723258836666 19.4158810960799, -99.1724079574562 19.4157321867703, -99.1724712823672 19.4157642281447, -99.1723577543477 19.415962731467))"
17M,17M|CUAU_04,Edificio,Edificio de departamentos,Ámsterdam 25,Cacahuamilpa y Huichapan,Hipódromo Condesa,Cuauhtémoc,1973,4,Columnas y losa plana de concreto,0.5257325,1.670532,137.0712,248.8013,0.3147096,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso total.,"Golpeteo
Irregularidad vertical
Edificio alargado",6100,"POLYGON((-99.1679115969486 19.4158605850265, -99.168006931073 19.4158673164006, -99.1680163544096 19.416169031181, -99.1679176203796 19.4161873964158, -99.1679166974467 19.4161368610781, -99.1679151288493 19.4160519673499))"
17M,17M|CUAU_193,Edificio,Edificio de departamentos,Guanajuato 229,Insurgentes Sur y Monterrey,Roma Norte,Cuauhtémoc,2000,8,Marcos de concreto con muros de mampostería,0.6828593,1.855729,137.0712,282.1944,0.3679737,Menores,Grietas en acabados y elementos no estructurales,"Desprendimiento de acabados de recubrimiento en muros y columnas, agrietamiento menor en columnas de fachada principal, agrietamiento en muros divisorios","Irregularidad en planta
Cambios de rigidez en elevación",6700,"POLYGON((-99.1645571863159 19.4159543478282, -99.1646007620885 19.4159456875081, -99.1646647713556 19.4159329715577, -99.164721578013 19.4161892379261, -99.1646128141101 19.4162101244884))"
17M,17M|CUAU_339,Edificio,Oficina privada,Yucatán 15,Cacahuamilpa y Popocatépetl,Hipódromo,Cuauhtémoc,1970,13,Marcos de concreto,1.518658,1.737856,137.0712,329.2439,0.8738684,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento de acabados de fachada,Irregularidad en planta,6100,"POLYGON((-99.1667129992417 19.4161646584487, -99.1668477356953 19.415961510901, -99.1669136984682 19.4158619871194, -99.1671024703404 19.4159733717197, -99.1669076530066 19.4162784875008))"
17M,17M|CUAU_215,Edificio,Edificio de departamentos,Mazatlán 36,Esq. Antonio Sola,Condesa,Cuauhtémoc,1970,8,Marcos de concreto con muros de mampostería,0.6828593,1.054284,136.0753,569.4553,0.6476995,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento por cortante en muros divisorios, desprendimiento de acabados de yeso, agrietamiento en muro colindante","Efecto de esquina
Planta baja débil
Irregularidad en planta",6140,"POLYGON((-99.1755408048965 19.4162080091968, -99.1755755035806 19.4161465688187, -99.175619641992 19.4160684413121, -99.1758216505498 19.4161694796192, -99.1757423585844 19.4163114592415))"
17M,17M|CUAU_213,Edificio,Edificio de departamentos,Juan de la Barrera 62,Mazatlán y Cuernavaca,Condesa,Cuauhtémoc,1963,7,Marcos de concreto con muros de mampostería,0.6177849,1.104172,136.0753,528.1555,0.5595005,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento menor por cortante en columna de la planta baja, presenta agrietamiento en muros divisorios y desprendimiento de acabados de recubrimiento de loseta",Planta baja débil,6140,"POLYGON((-99.1749173414546 19.4162712027257, -99.1749562706619 19.416202007315, -99.1750386821443 19.4160556514474, -99.1751662939062 19.4161204071077, -99.1750442761179 19.4163354883773))"
17M,17M|CUAU_98,Casa,Casa habitación,Veracruz 95,Atlixco y Colima,Condesa,Cuauhtémoc,1932,2,Muros de mampostería confinada,0.158,1.249704,136.0753,236.3508,0.1264299,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento por cortante en muro de carga de la planta baja,"Irregularidad en planta
Autoconstrucción / Ampliaciones",6140,"POLYGON((-99.1728453019247 19.4163037865722, -99.1728475455344 19.416299800347, -99.1729378116819 19.4161391295889, -99.1730367462846 19.4161877623797, -99.1729362727946 19.4163698166201, -99.1728919894419 19.4163478123747, -99.1728980450892 19.4163368481569, -99.1728864955507 19.4163312595147, -99.1728900698152 19.4163246159954))"
17M,17M|CUAU_10,Edificio,Oficina privada,Álvaro Obregón 286,Esq. Huichapan,Roma Norte,Cuauhtémoc,1977,7,Columnas y losa plana de concreto,0.8699596,1.635523,137.0712,321.9575,0.5319153,Colapso total,Colapso de la planta baja o de toda la estructura,Colapso de los niveles superiores,Golpeteo,6100,"POLYGON((-99.1682784524127 19.4161175250457, -99.1682925066379 19.4161147088576, -99.1684941746358 19.4160742467296, -99.1685008495906 19.4160705761763, -99.1685662628217 19.4163599395507, -99.1683369805707 19.416404065818))"
17M,17M|CUAU_252,Centro Quiropráctico Montaño,Hospital,Álvaro Obregón 284,Huichapan y Cacahuamilpa,Roma Norte,Cuauhtémoc,1975,5,Columnas y losa plana de concreto,0.6426638,1.660867,137.0712,273.6519,0.3869448,Colapso parcial,Colapso de pisos superiores,"Agrietamiento y derrumbe de muros de mampostería, edificio dañado por golpeteo de edificio colindante","Golpeteo
Planta baja débil
Daño causado por otro edificio",6100,"POLYGON((-99.1681840534316 19.4161360879842, -99.1681966884089 19.4161336066439, -99.1682784524127 19.4161175250457, -99.1683369805707 19.416404065818, -99.168244499872 19.4164225228605))"
17M,17M|CUAU_214,Edificio,Edificio de departamentos,Juan de la Barrera 66,Mazatlán y Cuernavaca,Condesa,Cuauhtémoc,1980,9,Marcos de concreto con muros de mampostería,0.7459258,1.083436,136.0753,609.4807,0.6884819,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento en muros divisorios de mampostería, agrietamiento y desprendimiento de concreto de recubrimiento en columna colindante en planta baja en fachada principal, exposición de acero de refuerzo",Irregularidad en planta,6140,"POLYGON((-99.1751295282084 19.416378678985, -99.1751620408651 19.4163211172725, -99.1752511174131 19.4161634541347, -99.1754106724796 19.416244427332, -99.1753638525474 19.4163272180426, -99.1753266393484 19.4163084219387, -99.1753066934678 19.416342744527, -99.1752669080036 19.4163233278335, -99.1752122930444 19.4164205803399))"
17M,17M|CUAU_271,Edificio,Edificio de departamentos,Parque España 21,Guadalajara y Av. Sonora,Condesa,Cuauhtémoc,1983,8,Marcos de concreto con muros de mampostería,0.6828593,1.431141,136.0753,569.4553,0.4771432,Menores,Grietas en acabados y elementos no estructurales,Desprendimiento de acabos de muros de fachada,Irregularidad en planta,6700,"POLYGON((-99.1710317516604 19.4162574574746, -99.1710325690385 19.4162557944154, -99.1711660302487 19.4162048564938, -99.1712334189174 19.4164843546529, -99.171098535069 19.4165146140827))"
17M,17M|CUAU_170,Edificio,Oficina privada,Medellín 104,Av. Álvaro Obregón y Av. Insurgentes Sur,Roma Norte,Cuauhtémoc,1981,9,Marcos de concreto con muros de mampostería,0.7459258,1.830605,137.0712,295.5975,0.407475,Intermedio,"Grietas pequeñas en muros, trabes o columnas",Desprendimientos de acabados,"Golpeteo
Planta baja débil",6700,"POLYGON((-99.1654735892413 19.4167500802258, -99.1654750921941 19.4166684907234, -99.1654753213178 19.4166560676703, -99.1656872948078 19.4166108152118, -99.1657090940585 19.4166982437033))"
17M,17M|CUAU_127,Conjunto habitacional,Casa habitación,Dr. Andrade 141 - B,Doctor Martínez del Río y Doctor Erazo,Doctores,Cuauhtémoc,1989,3,Muros de mampostería confinada,0.237,2.654279,80.49301,129.7916,0.0892898,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento menor en muros de mampostería,Autoconstrucción / Ampliaciones,6720,"POLYGON((-99.1462314905665 19.4176260870068, -99.146254994049 19.4174936449962, -99.1466671146063 19.4175282762619, -99.1466522322783 19.4176623786111, -99.146626839527 19.4176601886235))"
17M,17M|CUAU_56,Edificio,Edificio de departamentos,Zacatecas 30,Frontera y Mérida,Doctores,Cuauhtémoc,1985,4,Muros de mampostería confinada,0.316,2.267689,117.0556,191.88,0.1393489,Graves,"Grietas grandes en muros, trabes o columnas","Agrietamiento severo en vigas y castillos, agrietamiento en muros de mampostería, la losa del último nivel esta agrietada",Golpeteo,6700,"POLYGON((-99.155789193972 19.4167013527217, -99.1559394999982 19.4166718245865, -99.1559659682856 19.4167828482858, -99.1558127703708 19.4168119786609))"
17M,17M|CUAU_125,Edificio,Casa habitación,Doctor Terres 24,Doctor García Diego y Doctor Andrade,Doctores,Cuauhtémoc,1959,2,Muros de mampostería confinada,0.158,2.651867,80.49301,113.3587,0.05958067,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Agrietamiento por cortante en muros de mampostería,  desprendimiento de secciones de muro","Golpeteo
Irregularidad en planta
Autoconstrucción / Ampliaciones",6720,"POLYGON((-99.1465023773928 19.4168803401539, -99.1465145416574 19.4167419933978, -99.1465211631432 19.4166667351885, -99.1465266869781 19.4166038808026, -99.1467116630103 19.4166193349821, -99.1466952971091 19.4168027230335))"
17M,17M|CUAU_02,Issste Unidad de crédito No.3,Hospital,Calzada San Antonio Abad 122,Esq. Alfredo Chavero,Transito,Cuauhtémoc,1987,8,Columnas y losa plana de concreto,0.9810516,2.941247,76.90514,319.5359,0.3335495,Colapso parcial,Colapso de pisos superiores,Colapso de una parte del quinto piso,Ninguno apreciable,6820,"POLYGON((-99.1336341792324 19.4169885035189, -99.1336645086931 19.4167939209656, -99.1336759024244 19.4167208317766, -99.1342049331342 19.4167858728431, -99.1341605145488 19.4170626028954))"
17M,17M|CUAU_128,Edificio,Edificio de departamentos,Avenida Cuauhtémoc 167,Guanajuato y Zacatecas,Roma Norte,Cuauhtémoc,1985,5,Marcos de concreto con muros de mampostería,0.48,2.297957,117.0556,230.7129,0.2088812,Menores,Grietas en acabados y elementos no estructurales,"Agrietamiento vertical en unión de columna-trabe en columna de la fachada principal, desprendimiento de acabados en marquesina de ventas de pisos superiores","Golpeteo
Planta baja débil",6700,"POLYGON((-99.1545136567537 19.4173409554663, -99.1545258082146 19.4172055008173, -99.1548531809169 19.4172328224432, -99.154846546541 19.4173072545272, -99.1548624443234 19.4173680673569, -99.1547482896127 19.4173591985824))"
17M,17M|CUAU_228,Edificio,Casa habitación,Agustín Delgado 90,Alfredo Chavero y Lorenzo Boturini,Transito,Cuauhtémoc,1987,2,Muros de mampostería confinada,0.158,2.949142,76.90514,115.9812,0.05357491,Intermedio,"Grietas pequeñas en muros, trabes o columnas","Agrietamiento de la losa del primer nivel, desprendimiento de recubrimiento de concreto, agrietamiento en muros de mampostería.",Autoconstrucción / Ampliaciones,6820,"POLYGON((-99.1322208354379 19.417450876761, -99.1322382436239 19.4173159158029, -99.1322495511357 19.4172281287609, -99.1325752860723 19.4172671903117, -99.1325587911932 19.4174711070268))"
17M,17M|CUAU_300,Edificio,Edificio de departamentos,Colima 415,Esq. Guadalajara,Roma Norte,Cuauhtémoc,1980,15,Marcos de concreto,1.7274,1.353928,136.0753,269.8478,1.275844,Menores,Grietas en acabados y elementos no estructurales,Desprendimiento de acabados de fallada,"Efecto de esquina
Planta baja débil",6700,"POLYGON((-99.1717682009013 19.417335995299, -99.1718767764219 19.4173111609573, -99.1719958263772 19.4172838404441, -99.1720541033592 19.4175298279191, -99.1718300928441 19.4175791939185, -99.1717696402091 19.4173370957852))"
17M,17M|CUAU_22,Instituto Renacimiento,Escuela,Chihuahua 110,Esq. Orizaba,Roma Norte,Cuauhtémoc,1990,2,Muros de mampostería confinada,0.158,2.198959,117.0556,154.4678,0.07185218,Colapso parcial,Colapso de pisos superiores,Derrumbe de una torre sobre el segundo nivel,"Irregularidad vertical
Presencia de apéndices",6700,"POLYGON((-99.158749845976 19.4173565482127, -99.1591324163897 19.4172836097955, -99.1590764717984 19.4170309001949, -99.1592377217444 19.4169989718482, -99.1592843960924 19.4169897322885, -99.1594121291206 19.4174864637273, -99.1588072288061 19.4176081152635))"
17M,17M|CUAU_298,Edificio,Edificio de departamentos,Juan de la Barrera 112,Esq. Zamora,Condesa,Cuauhtémoc,1944,4,Muros de mampostería confinada,0.316,0.9371586,73.74731,115.9783,0.3371895,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento de acabados.,"Efecto de esquina
Planta baja débil
Daños previos",6140,"POLYGON((-99.1775135560543 19.4175762462828, -99.1775569452434 19.4174998311273, -99.1776022496279 19.4175228100534, -99.1777312823686 19.4175882490509, -99.1776883035634 19.4176654405531))"
17M,17M|CUAU_272,Edificio,Oficina privada,Colima 366,Esq. Salamanca,Roma Norte,Cuauhtémoc,1985,5,Marcos de concreto,0.6426638,1.604301,137.0712,273.6519,0.4005882,Graves,"Grietas grandes en muros, trabes o columnas",Colapso parcial de muros de mampostería.,"Efecto de esquina
Efecto de columna corta",6700,"POLYGON((-99.16928945607 19.4174383608902, -99.169341094578 19.4174274275293, -99.1694351413131 19.4174074976855, -99.1694947645594 19.4176678703563, -99.1693546962049 19.4176994256964))"
17M,17M|CUAU_171,Edificio,Oficina privada,Álvaro Obregón 213,Medellín y Insurgentes Sur,Roma Norte,Cuauhtémoc,1971,3,Muros de mampostería confinada,0.237,1.884954,137.0712,187.4391,0.1257325,Menores,Grietas en acabados y elementos no estructurales,Agrietamiento en muros interiores,Autoconstrucción / Ampliaciones,6700,"POLYGON((-99.1650723631265 19.4174462204509, -99.1652168954822 19.4174170924212, -99.1652759481633 19.4176730104955, -99.1651224339135 19.4177030220885, -99.1651201208647 19.4176911535447, -99.1651025893945 19.4176012631286))"
